v362_id,region,cadena_productiva,tipo_empresa,tecnologias,nivel_adopcion
118,Biobío,Bienes creativos,Empresa,software_especializado_aplicado_a_su_sector,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
137,Biobío,Bienes creativos,Empresa,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
137,Biobío,Bienes creativos,Empresa,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
137,Biobío,Bienes creativos,Empresa,machine_learning,EARLY ADOPTER (adoptan tecnologías en fase inicial)
137,Biobío,Bienes creativos,Empresa,realidad_virtual_vr,EARLY ADOPTER (adoptan tecnologías en fase inicial)
137,Biobío,Bienes creativos,Empresa,reconocimiento_facial,EARLY ADOPTER (adoptan tecnologías en fase inicial)
137,Biobío,Bienes creativos,Empresa,software_especializado_aplicado_a_su_sector,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
137,Biobío,Bienes creativos,Empresa,vfx_visual_effects,EARLY ADOPTER (adoptan tecnologías en fase inicial)
27,Araucanía,Contenidos creativos,Profesional independiente,inteligencia_artificial_ia,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
27,Araucanía,Contenidos creativos,Profesional independiente,software_especializado_aplicado_a_su_sector,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
37,Araucanía,Experiencias creativas,Empresa,creacion_de_entornos_virtuales,EARLY ADOPTER (adoptan tecnologías en fase inicial)
37,Araucanía,Experiencias creativas,Empresa,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
37,Araucanía,Experiencias creativas,Empresa,mocap_motion_capture,EARLY ADOPTER (adoptan tecnologías en fase inicial)
37,Araucanía,Experiencias creativas,Empresa,realidad_aumentada_ar,EARLY ADOPTER (adoptan tecnologías en fase inicial)
37,Araucanía,Experiencias creativas,Empresa,realidad_virtual_vr,EARLY ADOPTER (adoptan tecnologías en fase inicial)
37,Araucanía,Experiencias creativas,Empresa,software_de_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
37,Araucanía,Experiencias creativas,Empresa,sonido_inmersivo,EARLY ADOPTER (adoptan tecnologías en fase inicial)
40,Araucanía,Contenidos creativos,Profesional independiente,creacion_de_entornos_virtuales,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
40,Araucanía,Contenidos creativos,Profesional independiente,realidad_virtual_vr,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
40,Araucanía,Contenidos creativos,Profesional independiente,software_especializado_aplicado_a_su_sector,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
40,Araucanía,Contenidos creativos,Profesional independiente,sonido_inmersivo,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
44,Araucanía,Contenidos creativos,Profesional independiente,creacion_de_entornos_virtuales,EARLY ADOPTER (adoptan tecnologías en fase inicial)
44,Araucanía,Contenidos creativos,Profesional independiente,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
44,Araucanía,Contenidos creativos,Profesional independiente,software_especializado_aplicado_a_su_sector,EARLY ADOPTER (adoptan tecnologías en fase inicial)
66,Araucanía,Bienes creativos,Empresa,hologramas,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
66,Araucanía,Bienes creativos,Empresa,impresion_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
66,Araucanía,Bienes creativos,Empresa,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
66,Araucanía,Bienes creativos,Empresa,software_de_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
81,Araucanía,Bienes creativos,Profesional independiente,impresion_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
116,Araucanía,Servicios creativos,Profesional independiente,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
121,Araucanía,Experiencias creativas,Profesional independiente,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
121,Araucanía,Experiencias creativas,Profesional independiente,realidad_virtual_vr,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
39,Los Ríos,Experiencias creativas,Empresa,creacion_de_entornos_virtuales,EARLY ADOPTER (adoptan tecnologías en fase inicial)
39,Los Ríos,Experiencias creativas,Empresa,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
39,Los Ríos,Experiencias creativas,Empresa,software_de_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
39,Los Ríos,Experiencias creativas,Empresa,software_especializado_aplicado_a_su_sector,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
39,Los Ríos,Experiencias creativas,Empresa,sonido_inmersivo,EARLY ADOPTER (adoptan tecnologías en fase inicial)
75,Los Ríos,Bienes creativos,Empresa,impresion_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
75,Los Ríos,Bienes creativos,Empresa,software_de_3d,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
75,Los Ríos,Bienes creativos,Empresa,software_especializado_aplicado_a_su_sector,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
82,Los Ríos,Bienes creativos,Empresa,impresion_3d,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
82,Los Ríos,Bienes creativos,Empresa,software_de_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
82,Los Ríos,Bienes creativos,Empresa,software_especializado_aplicado_a_su_sector,EARLY ADOPTER (adoptan tecnologías en fase inicial)
134,Los Lagos,Experiencias creativas,Empresa,hologramas,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
134,Los Lagos,Experiencias creativas,Empresa,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
134,Los Lagos,Experiencias creativas,Empresa,software_de_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
134,Los Lagos,Experiencias creativas,Empresa,software_especializado_aplicado_a_su_sector,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
134,Los Lagos,Experiencias creativas,Empresa,sonido_inmersivo,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
134,Los Lagos,Experiencias creativas,Empresa,vfx_visual_effects,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
4,Aysén,Bienes creativos,Empresa,impresion_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
4,Aysén,Bienes creativos,Empresa,software_de_3d,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
4,Aysén,Bienes creativos,Empresa,software_especializado_aplicado_a_su_sector,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
51,Aysén,Bienes creativos,Empresa,software_especializado_aplicado_a_su_sector,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
51,Aysén,Bienes creativos,Empresa,tecnologia_de_blockchain_cryptographic_token_o_nft,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
95,Aysén,Servicios creativos,Empresa,impresion_3d,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
95,Aysén,Servicios creativos,Empresa,realidad_aumentada_ar,EARLY ADOPTER (adoptan tecnologías en fase inicial)
95,Aysén,Servicios creativos,Empresa,reconocimiento_facial,EARLY ADOPTER (adoptan tecnologías en fase inicial)
95,Aysén,Servicios creativos,Empresa,software_de_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
123,Aysén,Bienes creativos,Empresa,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
123,Aysén,Bienes creativos,Empresa,inteligencia_artificial_ia,EARLY ADOPTER (adoptan tecnologías en fase inicial)
123,Aysén,Bienes creativos,Empresa,software_de_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
123,Aysén,Bienes creativos,Empresa,software_especializado_aplicado_a_su_sector,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
10,Magallanes,Contenidos creativos,Empresa,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
10,Magallanes,Contenidos creativos,Empresa,software_especializado_aplicado_a_su_sector,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
59,Magallanes,Servicios creativos,Empresa,impresion_3d,EARLY ADOPTER (adoptan tecnologías en fase inicial)
59,Magallanes,Servicios creativos,Empresa,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
59,Magallanes,Servicios creativos,Empresa,machine_learning,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
59,Magallanes,Servicios creativos,Empresa,software_especializado_aplicado_a_su_sector,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
79,Magallanes,Bienes creativos,Empresa,impresion_3d,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
79,Magallanes,Bienes creativos,Empresa,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
91,Magallanes,Bienes creativos,Empresa,creacion_de_entornos_virtuales,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
91,Magallanes,Bienes creativos,Empresa,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
91,Magallanes,Bienes creativos,Empresa,machine_learning,EARLY ADOPTER (adoptan tecnologías en fase inicial)
91,Magallanes,Bienes creativos,Empresa,realidad_virtual_vr,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
9,Extranjero,Servicios creativos,Profesional independiente,software_de_3d,LENTO ADOPTANTE (se suman cuando las tecnologías están consolidadas)
9,Extranjero,Servicios creativos,Profesional independiente,software_especializado_aplicado_a_su_sector,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
31,Extranjero,Experiencias creativas,Profesional independiente,sonido_inmersivo,EARLY ADOPTER (adoptan tecnologías en fase inicial)
31,Extranjero,Experiencias creativas,Profesional independiente,vfx_visual_effects,EARLY ADOPTER (adoptan tecnologías en fase inicial)
57,Extranjero,Contenidos creativos,Profesional independiente,inteligencia_artificial_ia,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
57,Extranjero,Contenidos creativos,Profesional independiente,tecnologia_de_blockchain_cryptographic_token_o_nft,INNOVADOR (desarrollan y adoptan nuevas tecnologías)
